Run,Image,SSIM,MSE
1,random_image_4.jpg,0.8222425362468146,16.7507794446686
1,random_image_5.jpg,0.8841847746050576,19.81020066889632
1,random_image_7.jpg,0.8717699181389782,18.833256406695476
1,random_image_6.jpg,0.823826665895304,28.448873177198408
1,random_image_2.jpg,0.7844953825399152,67.27158749427849
1,random_image_3.jpg,0.8528521842059538,42.51008548900623
1,random_image_1.jpg,0.9338219724340472,18.791952583688122
1,random_image_10.jpg,0.8878870790392366,36.564499350385525
1,random_image_8.jpg,0.8355484985204275,14.788502511249488
1,random_image_9.jpg,0.816407941831002,17.718855792850718
2,random_image_4.jpg,0.8222425362468146,16.7507794446686
2,random_image_5.jpg,0.8841847746050576,19.81020066889632
2,random_image_7.jpg,0.8717699181389782,18.833256406695476
2,random_image_6.jpg,0.823826665895304,28.448873177198408
2,random_image_2.jpg,0.7844953825399152,67.27158749427849
2,random_image_3.jpg,0.8528521842059538,42.51008548900623
2,random_image_1.jpg,0.9338219724340472,18.791952583688122
2,random_image_10.jpg,0.8878870790392366,36.564499350385525
2,random_image_8.jpg,0.8355484985204275,14.788502511249488
2,random_image_9.jpg,0.816407941831002,17.718855792850718
3,random_image_4.jpg,0.8222425362468146,16.7507794446686
3,random_image_5.jpg,0.8841847746050576,19.81020066889632
3,random_image_7.jpg,0.8717699181389782,18.833256406695476
3,random_image_6.jpg,0.823826665895304,28.448873177198408
3,random_image_2.jpg,0.7844953825399152,67.27158749427849
3,random_image_3.jpg,0.8528521842059538,42.51008548900623
3,random_image_1.jpg,0.9338219724340472,18.791952583688122
3,random_image_10.jpg,0.8878870790392366,36.564499350385525
3,random_image_8.jpg,0.8355484985204275,14.788502511249488
3,random_image_9.jpg,0.816407941831002,17.718855792850718
4,random_image_4.jpg,0.8222425362468146,16.7507794446686
4,random_image_5.jpg,0.8841847746050576,19.81020066889632
4,random_image_7.jpg,0.8717699181389782,18.833256406695476
4,random_image_6.jpg,0.823826665895304,28.448873177198408
4,random_image_2.jpg,0.7844953825399152,67.27158749427849
4,random_image_3.jpg,0.8528521842059538,42.51008548900623
4,random_image_1.jpg,0.9338219724340472,18.791952583688122
4,random_image_10.jpg,0.8878870790392366,36.564499350385525
4,random_image_8.jpg,0.8355484985204275,14.788502511249488
4,random_image_9.jpg,0.816407941831002,17.718855792850718
5,random_image_4.jpg,0.8222425362468146,16.7507794446686
5,random_image_5.jpg,0.8841847746050576,19.81020066889632
5,random_image_7.jpg,0.8717699181389782,18.833256406695476
5,random_image_6.jpg,0.823826665895304,28.448873177198408
5,random_image_2.jpg,0.7844953825399152,67.27158749427849
5,random_image_3.jpg,0.8528521842059538,42.51008548900623
5,random_image_1.jpg,0.9338219724340472,18.791952583688122
5,random_image_10.jpg,0.8878870790392366,36.564499350385525
5,random_image_8.jpg,0.8355484985204275,14.788502511249488
5,random_image_9.jpg,0.816407941831002,17.718855792850718
6,random_image_4.jpg,0.8222425362468146,16.7507794446686
6,random_image_5.jpg,0.8841847746050576,19.81020066889632
6,random_image_7.jpg,0.8717699181389782,18.833256406695476
6,random_image_6.jpg,0.823826665895304,28.448873177198408
6,random_image_2.jpg,0.7844953825399152,67.27158749427849
6,random_image_3.jpg,0.8528521842059538,42.51008548900623
6,random_image_1.jpg,0.9338219724340472,18.791952583688122
6,random_image_10.jpg,0.8878870790392366,36.564499350385525
6,random_image_8.jpg,0.8355484985204275,14.788502511249488
6,random_image_9.jpg,0.816407941831002,17.718855792850718
7,random_image_4.jpg,0.8222425362468146,16.7507794446686
7,random_image_5.jpg,0.8841847746050576,19.81020066889632
7,random_image_7.jpg,0.8717699181389782,18.833256406695476
7,random_image_6.jpg,0.823826665895304,28.448873177198408
7,random_image_2.jpg,0.7844953825399152,67.27158749427849
7,random_image_3.jpg,0.8528521842059538,42.51008548900623
7,random_image_1.jpg,0.9338219724340472,18.791952583688122
7,random_image_10.jpg,0.8878870790392366,36.564499350385525
7,random_image_8.jpg,0.8355484985204275,14.788502511249488
7,random_image_9.jpg,0.816407941831002,17.718855792850718
8,random_image_4.jpg,0.8222425362468146,16.7507794446686
8,random_image_5.jpg,0.8841847746050576,19.81020066889632
8,random_image_7.jpg,0.8717699181389782,18.833256406695476
8,random_image_6.jpg,0.823826665895304,28.448873177198408
8,random_image_2.jpg,0.7844953825399152,67.27158749427849
8,random_image_3.jpg,0.8528521842059538,42.51008548900623
8,random_image_1.jpg,0.9338219724340472,18.791952583688122
8,random_image_10.jpg,0.8878870790392366,36.564499350385525
8,random_image_8.jpg,0.8355484985204275,14.788502511249488
8,random_image_9.jpg,0.816407941831002,17.718855792850718
9,random_image_4.jpg,0.8222425362468146,16.7507794446686
9,random_image_5.jpg,0.8841847746050576,19.81020066889632
9,random_image_7.jpg,0.8717699181389782,18.833256406695476
9,random_image_6.jpg,0.823826665895304,28.448873177198408
9,random_image_2.jpg,0.7844953825399152,67.27158749427849
9,random_image_3.jpg,0.8528521842059538,42.51008548900623
9,random_image_1.jpg,0.9338219724340472,18.791952583688122
9,random_image_10.jpg,0.8878870790392366,36.564499350385525
9,random_image_8.jpg,0.8355484985204275,14.788502511249488
9,random_image_9.jpg,0.816407941831002,17.718855792850718
10,random_image_4.jpg,0.8222425362468146,16.7507794446686
10,random_image_5.jpg,0.8841847746050576,19.81020066889632
10,random_image_7.jpg,0.8717699181389782,18.833256406695476
