Run,Method,Image,SSIM,MSE
2,Padding Resize,complex_image_49.jpg,0.9730053293057427,2.222440040596122
2,Padding Resize,complex_image_1.jpg,0.8763057790061433,31.415857067629144
2,Padding Resize,complex_image_48.jpg,0.9145356032744537,8.333740054398943
2,Padding Resize,complex_image_4.jpg,0.7910373563758956,44.44199739122848
2,Padding Resize,complex_image_5.jpg,0.8643835916429156,17.42806540120407
2,Padding Resize,complex_image_7.jpg,0.8548652814241877,81.67698380051321
2,Padding Resize,complex_image_6.jpg,0.9362277623111532,6.230995458919525
2,Padding Resize,complex_image_15.jpg,0.8505123665563529,29.96613271699777
2,Padding Resize,complex_image_29.jpg,0.9150706940920784,21.460180911615815
2,Padding Resize,complex_image_28.jpg,0.8465762159674771,42.27713994056487
2,Padding Resize,complex_image_14.jpg,0.8847238324647904,7.519625814711359
2,Padding Resize,complex_image_16.jpg,0.8703876143966458,23.618642710575045
2,Padding Resize,complex_image_17.jpg,0.871879888881417,61.6050165132472
2,Padding Resize,complex_image_13.jpg,0.9080042678306101,9.761635179893954
2,Padding Resize,complex_image_12.jpg,0.8726238152742357,33.39043517279845
2,Padding Resize,complex_image_38.jpg,0.6548229293742559,19.972558123419148
2,Padding Resize,complex_image_10.jpg,0.8789875465556901,35.186193816509224
2,Padding Resize,complex_image_11.jpg,0.8751669888564251,12.053110075213773
2,Padding Resize,complex_image_39.jpg,0.7635292411517081,47.74511217980644
3,Padding Resize,complex_image_34.jpg,0.9212990717810169,21.205490394918108
3,Padding Resize,complex_image_20.jpg,0.8268439168291313,25.502363673636737
3,Padding Resize,complex_image_21.jpg,0.8872431939652058,11.37985194077631
3,Padding Resize,complex_image_35.jpg,0.8984895611828531,23.03211769581434
3,Padding Resize,complex_image_23.jpg,0.836008922195711,19.089201954089177
3,Padding Resize,complex_image_37.jpg,0.6723560576575213,22.516518032419093
3,Padding Resize,complex_image_36.jpg,0.8274260816661578,21.063100563178853
3,Padding Resize,complex_image_22.jpg,0.9303307533692096,18.51412023100765
3,Padding Resize,complex_image_26.jpg,0.8625472790537763,35.508534066753306
3,Padding Resize,complex_image_32.jpg,0.7843736202796352,71.22341644410919
3,Padding Resize,complex_image_33.jpg,0.7963467880745339,64.7220795301688
3,Padding Resize,complex_image_27.jpg,0.894545702298777,12.858083838498194
3,Padding Resize,complex_image_19.jpg,0.8255155479887797,18.673857480735485
3,Padding Resize,complex_image_31.jpg,0.7899708419777368,39.57107705396587
3,Padding Resize,complex_image_25.jpg,0.822436520338807,29.029883655749828
3,Padding Resize,complex_image_24.jpg,0.9146957614479226,21.430970318713037
3,Padding Resize,complex_image_30.jpg,0.9149276250565416,10.301220790430976
3,Padding Resize,complex_image_18.jpg,0.9139889777828195,5.264409158826139
3,Padding Resize,complex_image_43.jpg,0.8323125639258558,22.18107287449393
3,Padding Resize,complex_image_42.jpg,0.8606840998217445,43.99558285241631
3,Padding Resize,complex_image_40.jpg,0.8580393831238927,70.72796308380721
3,Padding Resize,complex_image_8.jpg,0.8597758570979801,49.444527644527646
